order_id,customer_id,ordered_at,payment_method,order_status,is_successful,total_unique_items,total_quantity_items,gross_revenue,discount_amount,shipping_cost,net_revenue,total_cost,net_profit
ORD_001467,CUST_00770,2025-08-25 06:44:06,Buy Now Pay Later,Refunded,false,1,3,359.97,0.00,0.00,359.97,135.00,224.97
ORD_001468,CUST_00325,2025-12-03 03:44:29,Buy Now Pay Later,Completed,true,1,1,69.99,0.00,9.99,79.98,25.00,54.98
ORD_001469,CUST_00978,2025-08-22 23:19:37,Credit Card,Completed,true,2,3,154.98,5.00,0.00,149.98,45.00,104.98
ORD_001470,CUST_00227,2025-07-02 22:52:44,Credit Card,Completed,true,2,4,449.96,0.00,0.00,449.96,165.00,284.96
ORD_001471,CUST_00316,2025-12-07 16:08:00,Credit Card,Refunded,false,3,7,279.93,0.00,0.00,279.93,99.00,180.93
ORD_001472,CUST_00454,2025-05-13 06:13:23,PayPal,Cancelled,false,3,7,554.96,10.00,4.99,549.95,195.00,354.95
ORD_001473,CUST_00809,2026-02-14 07:10:34,Buy Now Pay Later,Refunded,false,1,2,159.98,5.00,9.99,164.97,70.00,94.97
ORD_001474,CUST_00859,2025-12-07 06:59:08,Buy Now Pay Later,Refunded,false,1,3,119.97,15.00,0.00,104.97,45.00,59.97
ORD_001475,CUST_00700,2025-11-10 18:40:07,UPI,Completed,true,2,3,134.98,0.00,4.99,139.97,41.00,98.97
ORD_001476,CUST_00733,2025-09-19 01:48:01,Buy Now Pay Later,Completed,true,1,1,39.99,0.00,9.99,49.98,12.00,37.98
ORD_001477,CUST_00661,2025-11-25 12:27:41,Apple Pay,Completed,true,1,2,159.98,5.00,9.99,164.97,70.00,94.97
ORD_001478,CUST_00391,2025-04-21 00:42:45,UPI,Completed,true,1,2,59.98,5.00,0.00,54.98,22.00,32.98
ORD_001479,CUST_00357,2025-06-01 03:29:23,PayPal,Completed,true,1,1,34.99,5.00,0.00,29.99,10.00,19.99
ORD_001480,CUST_00875,2026-02-13 17:19:44,Apple Pay,Cancelled,false,2,2,54.98,0.00,4.99,59.97,16.00,43.97
ORD_001481,CUST_00093,2026-01-03 18:22:50,Credit Card,Completed,true,1,3,68.97,0.00,4.99,73.96,18.00,55.96
ORD_001482,CUST_00955,2025-08-26 01:31:31,PayPal,Completed,true,1,1,39.99,5.00,4.99,39.98,15.00,24.98
ORD_001483,CUST_00420,2025-11-01 09:45:55,Buy Now Pay Later,Completed,true,2,6,749.94,10.00,0.00,739.94,300.00,439.94
ORD_001484,CUST_00181,2025-10-09 22:06:49,Credit Card,Refunded,false,1,1,19.99,0.00,0.00,19.99,6.00,13.99
ORD_001485,CUST_00618,2026-02-28 16:28:08,Buy Now Pay Later,Completed,true,1,1,49.99,0.00,0.00,49.99,20.00,29.99
ORD_001486,CUST_00798,2025-09-01 05:19:53,PayPal,Refunded,false,2,3,169.97,10.00,0.00,159.97,60.00,99.97
ORD_001487,CUST_00876,2026-02-01 03:48:33,UPI,Completed,true,2,2,109.98,10.00,0.00,99.98,43.00,56.98
ORD_001488,CUST_00050,2025-09-22 19:39:42,UPI,Completed,true,3,5,484.98,5.00,0.00,479.98,199.00,280.98
ORD_001489,CUST_00731,2025-12-10 12:01:34,Credit Card,Completed,true,2,4,659.96,5.00,0.00,654.96,290.00,364.96
ORD_001490,CUST_00542,2025-11-04 01:53:15,Buy Now Pay Later,Cancelled,false,2,5,300.98,15.00,4.99,290.97,87.00,203.97
ORD_001491,CUST_00966,2026-01-25 19:08:51,UPI,Completed,true,2,4,244.96,0.00,9.99,254.95,85.00,169.95
ORD_001492,CUST_00879,2026-01-06 13:56:04,Buy Now Pay Later,Completed,true,3,6,529.96,0.00,0.00,529.96,222.00,307.96
ORD_001493,CUST_00307,2025-11-19 21:52:58,UPI,Completed,true,1,3,74.97,0.00,0.00,74.97,24.00,50.97
ORD_001494,CUST_00769,2026-01-27 22:05:26,Credit Card,Completed,true,3,5,299.95,0.00,0.00,299.95,109.00,190.95
ORD_001495,CUST_00499,2026-01-08 04:44:01,UPI,Completed,true,2,2,134.99,5.00,0.00,129.99,56.00,73.99
ORD_001496,CUST_00971,2025-05-22 14:22:02,UPI,Cancelled,false,3,6,599.96,0.00,4.99,604.95,252.00,352.95
ORD_001497,CUST_00613,2025-06-01 06:57:14,Apple Pay,Completed,true,3,5,485.95,5.00,0.00,480.95,204.00,276.95
ORD_001498,CUST_00945,2025-11-28 05:15:42,Buy Now Pay Later,Completed,true,1,2,99.98,0.00,9.99,109.97,40.00,69.97
ORD_001499,CUST_00062,2025-06-15 19:47:40,UPI,Refunded,false,1,2,59.98,0.00,0.00,59.98,16.00,43.98
ORD_001500,CUST_00343,2026-02-28 02:54:29,Apple Pay,Refunded,false,1,1,85.00,0.00,4.99,89.99,25.00,64.99
ORD_001501,CUST_00821,2026-02-10 16:31:37,Buy Now Pay Later,Refunded,false,1,1,29.99,5.00,4.99,29.98,11.00,18.98
ORD_001502,CUST_00683,2026-02-26 01:38:17,Apple Pay,Completed,true,4,4,289.96,15.00,9.99,284.95,116.00,168.95
ORD_001503,CUST_00632,2026-01-13 14:39:38,Credit Card,Completed,true,1,1,199.99,0.00,4.99,204.98,90.00,114.98
ORD_001504,CUST_00200,2026-01-19 18:08:48,Buy Now Pay Later,Refunded,false,1,2,79.98,5.00,9.99,84.97,30.00,54.97
ORD_001505,CUST_00939,2025-09-28 08:07:53,UPI,Completed,true,4,7,799.93,0.00,0.00,799.93,332.00,467.93
ORD_001506,CUST_00082,2026-02-07 11:53:04,Buy Now Pay Later,Completed,true,3,8,859.95,0.00,9.99,869.94,363.00,506.94
ORD_001507,CUST_00647,2025-11-12 18:08:02,Buy Now Pay Later,Completed,true,2,2,64.98,15.00,4.99,54.97,18.00,36.97
ORD_001508,CUST_00835,2025-04-28 11:28:12,UPI,Completed,true,1,3,449.97,10.00,4.99,444.96,195.00,249.96
ORD_001509,CUST_00415,2025-12-02 12:06:05,Buy Now Pay Later,Refunded,false,1,1,34.99,0.00,0.00,34.99,10.00,24.99
ORD_001510,CUST_00865,2025-12-05 04:26:31,Buy Now Pay Later,Completed,true,1,3,119.97,0.00,9.99,129.96,45.00,84.96
ORD_001511,CUST_00372,2025-12-24 12:36:39,Credit Card,Cancelled,false,1,1,34.99,0.00,4.99,39.98,10.00,29.98
ORD_001512,CUST_00167,2026-02-10 05:24:43,UPI,Completed,true,3,5,829.95,5.00,4.99,829.94,365.00,464.94
ORD_001513,CUST_00032,2025-07-01 00:57:16,UPI,Completed,true,1,3,359.97,5.00,4.99,359.96,135.00,224.96
ORD_001514,CUST_00220,2025-07-30 16:58:25,Buy Now Pay Later,Completed,true,3,7,659.93,0.00,0.00,659.93,239.00,420.93
ORD_001515,CUST_00874,2025-07-04 13:45:43,UPI,Completed,true,1,2,159.98,0.00,9.99,169.97,70.00,99.97
ORD_001516,CUST_00919,2025-04-05 17:08:21,Credit Card,Cancelled,false,2,3,359.97,5.00,0.00,354.97,160.00,194.97
ORD_001517,CUST_00864,2025-11-18 00:35:45,PayPal,Cancelled,false,2,4,289.98,0.00,0.00,289.98,116.00,173.98
ORD_001518,CUST_00103,2025-11-30 04:24:09,PayPal,Refunded,false,1,1,199.99,10.00,0.00,189.99,90.00,99.99
ORD_001519,CUST_00919,2025-11-23 14:29:53,Buy Now Pay Later,Completed,true,1,1,34.99,0.00,9.99,44.98,10.00,34.98
ORD_001520,CUST_00852,2025-12-09 02:47:32,PayPal,Completed,true,1,3,89.97,10.00,4.99,84.96,33.00,51.96
ORD_001521,CUST_00795,2026-01-26 04:26:23,Credit Card,Completed,true,1,2,239.98,15.00,4.99,229.97,90.00,139.97
ORD_001522,CUST_00873,2026-01-26 02:28:41,Buy Now Pay Later,Cancelled,false,1,2,79.98,5.00,4.99,79.97,24.00,55.97
ORD_001523,CUST_00301,2026-01-15 22:33:30,UPI,Completed,true,3,5,449.95,0.00,0.00,449.95,176.00,273.95
ORD_001524,CUST_00038,2025-12-07 11:43:28,PayPal,Completed,true,2,4,169.96,0.00,4.99,174.95,65.00,109.95
ORD_001525,CUST_00076,2025-11-27 01:00:55,UPI,Completed,true,2,3,189.97,15.00,4.99,179.96,65.00,114.96
ORD_001526,CUST_00953,2025-12-22 22:57:28,UPI,Cancelled,false,3,6,223.94,15.00,0.00,208.94,72.00,136.94
ORD_001527,CUST_00161,2026-01-29 02:13:44,UPI,Completed,true,1,1,199.99,0.00,4.99,204.98,90.00,114.98
ORD_001528,CUST_00833,2026-02-14 01:49:56,Apple Pay,Completed,true,2,6,659.94,5.00,0.00,654.94,270.00,384.94
ORD_001529,CUST_00433,2025-12-25 01:46:04,Credit Card,Completed,true,4,6,414.95,0.00,4.99,419.94,140.00,279.94
ORD_001530,CUST_00906,2026-01-18 22:59:09,PayPal,Completed,true,2,3,114.97,0.00,9.99,124.96,34.00,90.96
ORD_001531,CUST_00790,2025-11-13 16:30:20,Apple Pay,Cancelled,false,1,1,149.99,10.00,4.99,144.98,65.00,79.98
ORD_001532,CUST_00108,2026-01-18 05:39:58,Buy Now Pay Later,Refunded,false,1,2,79.98,0.00,9.99,89.97,30.00,59.97
ORD_001533,CUST_00544,2026-01-16 07:22:28,Buy Now Pay Later,Refunded,false,4,10,764.93,5.00,9.99,769.92,289.00,480.92
ORD_001534,CUST_00046,2025-11-14 17:34:50,UPI,Completed,true,1,2,69.98,15.00,0.00,54.98,20.00,34.98
ORD_001535,CUST_00952,2026-01-22 22:29:01,Apple Pay,Refunded,false,2,5,404.95,0.00,4.99,409.94,160.00,249.94
ORD_001536,CUST_00873,2025-11-28 20:37:23,Credit Card,Completed,true,2,4,139.96,5.00,4.99,139.95,40.00,99.95
ORD_001537,CUST_00042,2025-12-16 10:27:56,Credit Card,Completed,true,1,2,159.98,5.00,0.00,154.98,70.00,84.98
ORD_001538,CUST_00549,2026-01-23 04:03:11,Credit Card,Completed,true,1,2,119.98,10.00,9.99,119.97,44.00,75.97
ORD_001539,CUST_00595,2025-12-31 23:58:00,Buy Now Pay Later,Refunded,false,2,5,279.95,0.00,4.99,284.94,106.00,178.94
ORD_001540,CUST_00182,2026-02-18 17:55:36,PayPal,Cancelled,false,1,2,39.98,0.00,4.99,44.97,12.00,32.97
ORD_001541,CUST_00022,2025-04-28 01:50:12,UPI,Completed,true,3,4,274.96,15.00,4.99,264.95,92.00,172.95
ORD_001542,CUST_00747,2025-10-06 01:55:52,Buy Now Pay Later,Completed,true,1,3,179.97,0.00,9.99,189.96,66.00,123.96
ORD_001543,CUST_00071,2025-08-03 11:12:12,Credit Card,Completed,true,3,5,529.95,0.00,0.00,529.95,215.00,314.95
ORD_001544,CUST_00513,2026-01-27 03:07:41,Credit Card,Completed,true,2,3,114.97,0.00,4.99,119.96,34.00,85.96
ORD_001545,CUST_00398,2026-02-07 16:59:36,Credit Card,Completed,true,2,2,114.98,10.00,0.00,104.98,45.00,59.98
ORD_001546,CUST_00351,2025-05-21 05:24:25,Credit Card,Refunded,false,3,6,175.94,15.00,4.99,165.93,52.00,113.93
ORD_001547,CUST_00107,2026-02-09 21:18:29,UPI,Completed,true,1,3,74.97,10.00,9.99,74.96,24.00,50.96
ORD_001548,CUST_00766,2025-07-26 08:27:23,UPI,Cancelled,false,1,2,79.98,10.00,4.99,74.97,24.00,50.97
ORD_001549,CUST_00658,2026-02-12 14:29:43,Apple Pay,Completed,true,3,6,339.94,0.00,9.99,349.93,139.00,210.93
ORD_001550,CUST_00665,2025-08-16 23:40:56,PayPal,Completed,true,2,4,529.96,5.00,0.00,524.96,230.00,294.96
ORD_001551,CUST_00534,2025-05-01 21:15:55,Apple Pay,Refunded,false,1,1,39.99,10.00,9.99,39.98,12.00,27.98
ORD_001552,CUST_00640,2025-07-26 11:50:05,Apple Pay,Cancelled,false,1,1,59.99,10.00,4.99,54.98,22.00,32.98
ORD_001553,CUST_00880,2026-01-20 11:02:37,Apple Pay,Completed,true,3,6,324.94,0.00,4.99,329.93,115.00,214.93
ORD_001554,CUST_00373,2025-03-07 15:21:48,Credit Card,Completed,true,1,2,119.98,5.00,0.00,114.98,44.00,70.98
ORD_001555,CUST_00336,2025-06-27 18:56:17,Buy Now Pay Later,Cancelled,false,1,1,39.99,10.00,9.99,39.98,15.00,24.98
ORD_001556,CUST_00372,2025-08-30 07:12:16,Buy Now Pay Later,Completed,true,4,5,464.96,10.00,0.00,454.96,170.00,284.96
ORD_001557,CUST_00319,2026-02-12 16:32:45,Buy Now Pay Later,Refunded,false,2,5,328.95,10.00,9.99,328.94,128.00,200.94
ORD_001558,CUST_00674,2025-09-21 02:34:40,Apple Pay,Completed,true,3,6,599.94,0.00,9.99,609.93,252.00,357.93
ORD_001559,CUST_00141,2025-11-07 11:28:52,UPI,Completed,true,3,7,379.93,5.00,0.00,374.93,150.00,224.93
ORD_001560,CUST_00110,2025-09-26 04:46:23,PayPal,Completed,true,2,4,382.96,0.00,4.99,387.95,141.00,246.95
ORD_001561,CUST_00941,2025-12-19 15:20:51,PayPal,Cancelled,false,3,7,274.93,15.00,9.99,269.92,95.00,174.92
ORD_001562,CUST_00522,2025-11-03 00:04:32,PayPal,Completed,true,1,2,59.98,0.00,9.99,69.97,16.00,53.97
ORD_001563,CUST_00561,2025-11-10 16:56:21,PayPal,Completed,true,1,3,255.00,15.00,4.99,244.99,75.00,169.99
ORD_001564,CUST_00300,2025-11-02 18:42:15,Apple Pay,Completed,true,1,2,69.98,5.00,9.99,74.97,20.00,54.97
ORD_001565,CUST_00256,2025-11-08 15:45:47,UPI,Completed,true,2,4,144.96,0.00,0.00,144.96,42.00,102.96
ORD_001566,CUST_00765,2025-05-25 04:24:23,Credit Card,Cancelled,false,1,3,269.97,15.00,9.99,264.96,90.00,174.96
ORD_001567,CUST_00255,2026-01-23 15:53:11,Credit Card,Cancelled,false,1,3,359.97,15.00,0.00,344.97,135.00,209.97
ORD_001568,CUST_00405,2025-11-11 08:25:07,PayPal,Completed,true,1,3,149.97,10.00,0.00,139.97,60.00,79.97
ORD_001569,CUST_00114,2026-02-01 03:16:18,UPI,Cancelled,false,1,1,49.99,0.00,0.00,49.99,20.00,29.99
ORD_001570,CUST_00151,2025-09-12 01:22:13,Buy Now Pay Later,Completed,true,1,3,59.97,5.00,9.99,64.96,18.00,46.96
ORD_001571,CUST_00282,2025-12-14 12:00:37,Apple Pay,Cancelled,false,1,1,39.99,0.00,4.99,44.98,15.00,29.98
ORD_001572,CUST_00891,2025-07-21 21:05:38,Apple Pay,Completed,true,1,1,34.99,5.00,0.00,29.99,10.00,19.99
ORD_001573,CUST_00444,2026-02-08 07:23:10,Buy Now Pay Later,Completed,true,1,2,399.98,15.00,4.99,389.97,180.00,209.97
ORD_001574,CUST_00209,2026-02-08 04:05:08,Credit Card,Completed,true,3,6,294.94,0.00,4.99,299.93,106.00,193.93
ORD_001575,CUST_00601,2025-12-23 01:22:37,Apple Pay,Completed,true,1,2,239.98,5.00,0.00,234.98,90.00,144.98
ORD_001576,CUST_00987,2025-08-16 12:26:00,Credit Card,Completed,true,1,1,119.99,5.00,0.00,114.99,45.00,69.99
ORD_001577,CUST_00661,2025-09-04 07:28:34,PayPal,Completed,true,1,1,22.99,10.00,9.99,22.98,6.00,16.98
ORD_001578,CUST_00275,2026-02-17 03:33:02,Apple Pay,Completed,true,2,5,219.95,15.00,9.99,214.94,80.00,134.94
ORD_001579,CUST_00021,2025-09-07 05:29:04,Buy Now Pay Later,Refunded,false,4,10,724.90,0.00,9.99,734.89,271.00,463.89
ORD_001580,CUST_00643,2026-02-01 08:35:18,Buy Now Pay Later,Refunded,false,1,2,159.98,0.00,9.99,169.97,70.00,99.97
ORD_001581,CUST_00582,2026-02-05 02:28:33,Apple Pay,Completed,true,1,3,269.97,0.00,9.99,279.96,90.00,189.96
ORD_001582,CUST_00783,2025-11-30 20:18:38,UPI,Completed,true,2,6,209.94,0.00,9.99,219.93,60.00,159.93
ORD_001583,CUST_00579,2025-10-27 02:19:09,Apple Pay,Completed,true,1,1,85.00,0.00,0.00,85.00,25.00,60.00
ORD_001584,CUST_00879,2025-12-05 19:36:09,UPI,Completed,true,1,1,119.99,10.00,4.99,114.98,45.00,69.98
ORD_001585,CUST_00442,2026-02-24 02:25:51,PayPal,Refunded,false,1,1,129.99,0.00,9.99,139.98,55.00,84.98
ORD_001586,CUST_00421,2026-02-18 16:57:00,Credit Card,Completed,true,1,1,19.99,10.00,9.99,19.98,6.00,13.98
ORD_001587,CUST_00698,2025-12-27 18:06:53,Credit Card,Cancelled,false,1,1,24.99,0.00,4.99,29.98,8.00,21.98
ORD_001588,CUST_00263,2025-07-03 14:34:19,UPI,Refunded,false,1,1,34.99,15.00,9.99,29.98,10.00,19.98
ORD_001589,CUST_00096,2026-02-08 10:08:12,PayPal,Completed,true,2,3,199.97,10.00,9.99,199.96,75.00,124.96
ORD_001590,CUST_00706,2026-01-03 00:29:38,UPI,Refunded,false,1,2,159.98,5.00,0.00,154.98,70.00,84.98
ORD_001591,CUST_00103,2025-12-09 20:20:16,Apple Pay,Refunded,false,2,4,139.96,0.00,4.99,144.95,40.00,104.95
ORD_001592,CUST_00570,2026-02-28 11:12:21,Credit Card,Completed,true,1,3,149.97,15.00,9.99,144.96,60.00,84.96
ORD_001593,CUST_00282,2025-09-08 01:45:32,PayPal,Completed,true,3,5,699.95,0.00,0.00,699.95,285.00,414.95
ORD_001594,CUST_00063,2026-02-02 04:25:24,PayPal,Completed,true,2,5,549.95,15.00,9.99,544.94,240.00,304.94
ORD_001595,CUST_00775,2026-01-19 01:47:06,UPI,Completed,true,3,4,319.96,0.00,4.99,324.95,131.00,193.95
ORD_001596,CUST_00036,2026-02-03 13:39:58,PayPal,Completed,true,2,2,69.98,0.00,0.00,69.98,26.00,43.98
ORD_001597,CUST_00426,2025-08-20 07:11:04,Buy Now Pay Later,Completed,true,1,3,269.97,0.00,9.99,279.96,90.00,189.96
ORD_001598,CUST_00569,2026-01-19 18:34:54,PayPal,Cancelled,false,2,6,359.97,0.00,4.99,364.96,105.00,259.96
ORD_001599,CUST_00677,2026-01-01 10:27:04,Apple Pay,Completed,true,1,2,170.00,5.00,4.99,169.99,50.00,119.99
ORD_001600,CUST_00621,2025-08-12 07:56:53,UPI,Cancelled,false,2,5,289.95,5.00,4.99,289.94,121.00,168.94
ORD_001601,CUST_00950,2025-11-22 00:26:20,Buy Now Pay Later,Refunded,false,1,1,39.99,0.00,0.00,39.99,15.00,24.99
ORD_001602,CUST_00574,2025-09-15 09:15:59,Buy Now Pay Later,Completed,true,3,3,274.97,10.00,0.00,264.97,115.00,149.97
ORD_001603,CUST_00930,2025-08-18 05:54:40,Credit Card,Refunded,false,3,8,795.92,10.00,9.99,795.91,312.00,483.91
ORD_001604,CUST_00096,2026-01-31 13:01:46,UPI,Completed,true,1,2,79.98,0.00,0.00,79.98,30.00,49.98
ORD_001605,CUST_00871,2025-09-09 14:23:10,UPI,Completed,true,3,6,469.94,0.00,9.99,479.93,179.00,300.93
ORD_001606,CUST_00650,2025-09-14 15:51:40,Apple Pay,Cancelled,false,2,2,119.98,15.00,4.99,109.97,41.00,68.97
ORD_001607,CUST_00784,2025-07-27 00:51:12,PayPal,Completed,true,2,6,494.97,0.00,4.99,499.96,180.00,319.96
ORD_001608,CUST_00600,2025-10-21 02:29:38,Apple Pay,Completed,true,2,4,189.96,5.00,9.99,194.95,72.00,122.95
ORD_001609,CUST_00767,2026-01-06 21:14:53,Credit Card,Completed,true,2,6,779.97,5.00,9.99,784.96,339.00,445.96
ORD_001610,CUST_00297,2025-10-16 01:40:28,Buy Now Pay Later,Completed,true,1,3,68.97,0.00,9.99,78.96,18.00,60.96
ORD_001611,CUST_00489,2025-06-04 01:57:24,Buy Now Pay Later,Completed,true,2,4,429.96,0.00,4.99,434.95,180.00,254.95
ORD_001612,CUST_00322,2026-01-31 16:02:04,Credit Card,Completed,true,1,3,59.97,5.00,0.00,54.97,18.00,36.97
ORD_001613,CUST_00051,2025-06-05 14:01:42,Apple Pay,Cancelled,false,1,1,119.99,5.00,4.99,119.98,45.00,74.98
ORD_001614,CUST_00371,2026-01-28 07:08:14,Buy Now Pay Later,Refunded,false,1,1,39.99,5.00,4.99,39.98,15.00,24.98
ORD_001615,CUST_00242,2026-01-31 14:11:39,Credit Card,Completed,true,2,4,299.96,0.00,4.99,304.95,106.00,198.95
ORD_001616,CUST_00842,2025-07-22 03:25:49,Credit Card,Refunded,false,1,3,599.97,10.00,9.99,599.96,270.00,329.96
ORD_001617,CUST_00482,2025-08-20 22:42:09,Buy Now Pay Later,Completed,true,1,2,39.98,10.00,9.99,39.97,12.00,27.97
ORD_001618,CUST_00633,2025-07-10 02:52:43,Credit Card,Completed,true,2,3,149.97,0.00,0.00,149.97,46.00,103.97
ORD_001619,CUST_00951,2025-11-15 20:08:09,Buy Now Pay Later,Completed,true,1,3,89.97,0.00,9.99,99.96,24.00,75.96
ORD_001620,CUST_00006,2025-09-29 10:04:07,PayPal,Cancelled,false,2,4,292.96,5.00,4.99,292.95,96.00,196.95
ORD_001621,CUST_00388,2025-12-21 09:12:08,PayPal,Completed,true,2,4,459.96,0.00,0.00,459.96,190.00,269.96
ORD_001622,CUST_00145,2026-02-25 13:23:51,Apple Pay,Completed,true,2,4,299.96,10.00,9.99,299.95,104.00,195.95
ORD_001623,CUST_00163,2025-06-07 01:11:01,Credit Card,Completed,true,3,5,329.97,5.00,0.00,324.97,134.00,190.97
ORD_001624,CUST_00474,2025-11-16 05:12:17,Apple Pay,Completed,true,1,2,139.98,0.00,4.99,144.97,50.00,94.97
ORD_001625,CUST_00888,2025-02-15 02:08:54,Apple Pay,Completed,true,1,2,239.98,15.00,9.99,234.97,90.00,144.97
ORD_001626,CUST_00557,2026-01-21 03:12:37,UPI,Completed,true,1,2,159.98,15.00,0.00,144.98,70.00,74.98
ORD_001627,CUST_00316,2025-12-03 00:16:39,PayPal,Completed,true,3,6,294.96,10.00,0.00,284.96,84.00,200.96
ORD_001628,CUST_00248,2025-12-24 04:52:40,PayPal,Cancelled,false,2,5,284.95,0.00,9.99,294.94,90.00,204.94
ORD_001629,CUST_00852,2026-01-10 21:57:25,Credit Card,Completed,true,2,3,499.97,0.00,9.99,509.96,220.00,289.96
ORD_001630,CUST_00210,2025-07-08 19:42:38,Credit Card,Completed,true,4,7,359.95,10.00,4.99,354.94,138.00,216.94
ORD_001631,CUST_00826,2025-10-16 17:03:29,UPI,Completed,true,1,3,255.00,5.00,9.99,259.99,75.00,184.99
ORD_001632,CUST_00900,2025-11-15 14:50:40,Credit Card,Refunded,false,1,3,74.97,0.00,9.99,84.96,24.00,60.96
ORD_001633,CUST_00696,2026-02-01 15:01:04,PayPal,Completed,true,1,1,69.99,15.00,4.99,59.98,25.00,34.98
ORD_001634,CUST_00904,2025-08-20 23:53:50,UPI,Completed,true,2,3,189.97,5.00,4.99,189.96,71.00,118.96
ORD_001635,CUST_00984,2026-01-03 18:40:15,PayPal,Completed,true,2,2,109.98,0.00,0.00,109.98,43.00,66.98
ORD_001636,CUST_00601,2025-10-16 13:03:20,Buy Now Pay Later,Completed,true,2,2,72.98,0.00,9.99,82.97,26.00,56.97
ORD_001637,CUST_00705,2025-12-18 22:44:24,Apple Pay,Completed,true,1,3,119.97,0.00,9.99,129.96,36.00,93.96
ORD_001638,CUST_00123,2026-02-17 10:14:37,Apple Pay,Cancelled,false,3,3,174.97,0.00,9.99,184.96,68.00,116.96
ORD_001639,CUST_00319,2025-12-28 12:25:50,Apple Pay,Completed,true,3,4,184.96,0.00,9.99,194.95,62.00,132.95
ORD_001640,CUST_00543,2025-10-23 05:36:40,PayPal,Completed,true,3,7,214.93,0.00,0.00,214.93,73.00,141.93
ORD_001641,CUST_00518,2025-12-30 00:47:27,UPI,Completed,true,1,1,34.99,0.00,4.99,39.98,10.00,29.98
ORD_001642,CUST_00095,2025-05-24 11:46:59,UPI,Completed,true,2,4,219.96,10.00,9.99,219.95,81.00,138.95
ORD_001643,CUST_00850,2026-01-31 06:12:15,UPI,Cancelled,false,1,2,299.98,0.00,4.99,304.97,130.00,174.97
ORD_001644,CUST_00446,2026-02-27 07:17:54,PayPal,Cancelled,false,1,2,99.98,0.00,9.99,109.97,40.00,69.97
ORD_001645,CUST_00800,2026-02-20 22:01:11,UPI,Completed,true,3,6,679.94,0.00,4.99,684.93,294.00,390.93
ORD_001646,CUST_00838,2026-02-23 05:52:52,PayPal,Completed,true,1,1,29.99,0.00,4.99,34.98,11.00,23.98
ORD_001647,CUST_00976,2025-05-31 10:48:14,UPI,Completed,true,1,3,449.97,0.00,0.00,449.97,195.00,254.97
ORD_001648,CUST_00564,2025-08-10 22:10:18,PayPal,Completed,true,2,4,204.97,5.00,9.99,209.96,61.00,148.96
ORD_001649,CUST_00538,2025-11-11 00:56:19,Buy Now Pay Later,Completed,true,2,4,349.96,0.00,4.99,354.95,150.00,204.95
ORD_001650,CUST_00459,2025-11-24 03:04:07,Buy Now Pay Later,Completed,true,1,1,39.99,15.00,9.99,34.98,12.00,22.98
ORD_001651,CUST_00418,2025-08-24 04:36:32,Credit Card,Completed,true,1,1,110.00,10.00,9.99,109.99,48.00,61.99
ORD_001652,CUST_00105,2026-01-09 13:22:37,Buy Now Pay Later,Completed,true,1,2,159.98,10.00,0.00,149.98,70.00,79.98
ORD_001653,CUST_00579,2025-03-14 06:09:27,UPI,Completed,true,1,2,179.98,0.00,9.99,189.97,60.00,129.97
ORD_001654,CUST_00597,2025-05-25 10:05:09,UPI,Completed,true,2,5,144.95,10.00,9.99,144.94,42.00,102.94
ORD_001655,CUST_00851,2026-02-14 02:55:20,UPI,Completed,true,3,7,322.93,0.00,9.99,332.92,117.00,215.92
ORD_001656,CUST_00151,2025-12-01 11:46:20,Buy Now Pay Later,Refunded,false,1,3,239.97,10.00,4.99,234.96,105.00,129.96
ORD_001657,CUST_00812,2025-07-06 05:05:31,UPI,Completed,true,3,8,729.92,0.00,0.00,729.92,265.00,464.92
ORD_001658,CUST_00984,2025-10-09 04:34:30,UPI,Completed,true,2,4,262.96,5.00,0.00,257.96,111.00,146.96
ORD_001659,CUST_00469,2025-12-04 21:11:27,PayPal,Completed,true,2,6,344.94,0.00,9.99,354.93,114.00,240.93
ORD_001660,CUST_00226,2025-12-16 18:56:25,Buy Now Pay Later,Cancelled,false,2,3,349.98,10.00,0.00,339.98,138.00,201.98
ORD_001661,CUST_00848,2026-01-04 02:11:21,PayPal,Completed,true,4,10,709.90,0.00,9.99,719.89,292.00,427.89
ORD_001662,CUST_00693,2025-12-20 05:51:32,UPI,Completed,true,2,4,305.96,5.00,9.99,310.95,122.00,188.95
ORD_001663,CUST_00646,2025-07-03 18:10:43,PayPal,Completed,true,1,1,39.99,5.00,0.00,34.99,12.00,22.99
ORD_001664,CUST_00827,2025-12-18 15:33:00,UPI,Completed,true,2,4,184.96,0.00,4.99,189.95,70.00,119.95
ORD_001665,CUST_00247,2026-02-17 11:09:27,PayPal,Completed,true,3,5,474.95,0.00,4.99,479.94,205.00,274.94
ORD_001666,CUST_00873,2026-02-13 15:57:44,Credit Card,Refunded,false,1,2,139.98,0.00,0.00,139.98,50.00,89.98
ORD_001667,CUST_00516,2025-08-05 01:33:59,Credit Card,Completed,true,1,1,24.99,10.00,4.99,19.98,8.00,11.98
ORD_001668,CUST_00969,2026-01-14 15:53:30,Buy Now Pay Later,Completed,true,2,4,189.97,0.00,4.99,194.96,55.00,139.96
ORD_001669,CUST_00330,2025-11-24 10:39:48,PayPal,Completed,true,1,3,269.97,15.00,9.99,264.96,90.00,174.96
ORD_001670,CUST_00973,2025-12-28 19:50:06,Apple Pay,Cancelled,false,1,1,39.99,0.00,9.99,49.98,15.00,34.98
